Business Name,Profile,Phone Number,Address,Website,Rating,Review Count,Catagories,Neighborhoods,Extra Phones,e-mail,Other Links,Social Media
Direct Sales & Lease,https://www.yellowpages.com/san-rafael-ca/mip/direct-sales-lease-1344708?lid=1001509384234,(415) 491-4460,"45 Mitchell Blvd, San Rafael, CA 94903",http://directsalesandlease.com,0.0,0,"New Car Dealers, Auto Repair & Service, Automobile Accessories, Automobile Body Repairing & Painting, Automobile Parts & Supplies, Used Car Dealers",Not Listed,Not Listed,"http://www.jlsam@aol.com
http://www.avrally@gmail.com",http://4rally.rtrk.com/?scid=3607157,Not Listed
Melody Toyota,https://www.yellowpages.com/san-bruno-ca/mip/melody-toyota-13683906?lid=1000473184835,(650) 635-1000,"750 San Bruno Ave E, San Bruno, CA 94066",http://www.melodytoyota.com,3.0,4,"New Car Dealers, All-Terrain Vehicles, Boat Dealers, Motor Scooters, Motorcycle Customizing, Motorcycle Dealers, Motorcycle Instruction, Motorcycles & Motor Scooters-Parts & Supplies, Motorcycles & Motor Scooters-Repairing & Service","Oak View, Huntington Beach",Not Listed,Not Listed,http://hbhonda.com,Not Listed
Niello BMW Sacramento,https://www.yellowpages.com/sacramento-ca/mip/niello-bmw-sacramento-1543689?lid=1001646160552,(916) 486-1011,"2020 Fulton Ave, Sacramento, CA 95825",https://bmw.niello.com/?utm_source=ypLocalAdsBMWSacramento&utm_campaign=ypLocalAdsBMWSacramento,5.0,1,"New Car Dealers, Auto Repair & Service, Automobile Body Repairing & Painting, Automobile Parts & Supplies, Used Car Dealers",Arden - Arcade,Not Listed,"http://www.bmw.parts@niello.com
http://www.bmw.sales@niello.com
http://www.bmw.service@niello.com",https://bmw.niello.com/?utm_source=ypLocalAdsBMWSacramento&utm_campaign=ypLocalAdsBMWSacramento,Not Listed
CCS-Consumer Car Sales,https://www.yellowpages.com/santa-rosa-ca/mip/ccs-consumer-car-sales-16335424?lid=1001722494367,(707) 575-7007,"2220A Sebastopol Rd, Santa Rosa, CA 95407",Not Available,0.0,0,"New Car Dealers, Transportation Services, Used Car Dealers, Wheelchair Lifts & Ramps","Southwest Santa Rosa, Wright Area Action Group",Not Listed,http://www.consumercarsales@aol.com,Not Listed,Not Listed
DCH Toyota Of Oxnard,https://www.yellowpages.com/oxnard-ca/mip/dch-toyota-of-oxnard-19338374?lid=1001722668898,(805) 898-7500,"1631 Auto Center Dr, Oxnard, CA 93036",http://www.toyotaofoxnard.com,5.0,1,"New Car Dealers, Auto Repair & Service, Automobile Parts & Supplies, Shopping Centers & Malls, Used Car Dealers",Not Listed,"Phone:(805) 988-2300
TollFree:(888) 591-3344",http://www.schapman@dchusa.com,http://www.toyotaofoxnard.com,Not Listed
Fresno,https://www.yellowpages.com/fresno-ca/mip/fresno-2089410?lid=1000439500386,(559) 447-6700,"7180 N Palm Ave, Fresno, CA 93650",http://www.bmwfresno.com,1.0,1,"New Car Dealers, Auto Body Parts, Auto Repair & Service, Automobile Parts & Supplies, Truck Stops, Used Car Dealers","Bullard, Pinedale",Not Listed,Not Listed,http://www.bmwfresno.com,Not Listed
Hedrick's Chevrolet,https://www.yellowpages.com/clovis-ca/mip/hedricks-chevrolet-2155497?lid=1001306269174,(559) 291-7711,"961 W Shaw Ave, Clovis, CA 93612",http://www.hedrickschevrolet.com,3.0,2,"New Car Dealers, Auto Repair & Service, Automobile Body Repairing & Painting, New Truck Dealers, Tire Dealers, Used Car Dealers",Not Listed,Not Listed,http://www.mattgeil@hedrickschevy.com,http://www.hedrickschevrolet.com,Not Listed
Santa Paula Chevrolet,https://www.yellowpages.com/santa-paula-ca/mip/santa-paula-chevrolet-21952165?lid=1000437165271,(805) 525-2127,"101 W Harvard Blvd, Santa Paula, CA 93060",http://www.santapaulachevrolet.com,3.0,2,"Automobile Parts & Supplies, Auto Repair & Service, Automobile Body Repairing & Painting, Automotive Roadside Service, New Car Dealers, Used Car Dealers",Not Listed,TollFree:(800) 410-2438,"http://www.sales@santapaulachevrolet.com
http://www.finance@santapaulachevrolet.com
http://www.parts@santapaulachevrolet.com
http://www.service@santapaulachevrolet.com",http://www.santapaulachevrolet.com,Not Listed
Mercedes-Benz Of Escondido,https://www.yellowpages.com/escondido-ca/mip/mercedes-benz-of-escondido-21969358?lid=1001838058652,(760) 745-5000,"1101 W 9th Ave, Escondido, CA 92025",Not Available,1.0,1,"New Car Dealers, Auto Repair & Service, Automobile & Truck Brokers, Automobile Clubs, Automobile Leasing, Automobile Parts & Supplies, Used Car Dealers",Central Escondido,"Phone:(760) 443-0058
Fax:(760) 745-9853",http://www.elitesdmbz@gmail.com,Not Listed,Not Listed
Rick's Performance,https://www.yellowpages.com/pleasanton-ca/mip/ricks-performance-21990358?lid=1001978414574,(925) 484-2324,"3295 Bernal Ave Ste A, Pleasanton, CA 94566",http://www.ricksrotary.com,0.0,0,"New Car Dealers, Auto Oil & Lube, Auto Repair & Service, Auto Transmission, Automobile Air Conditioning Equipment, Automobile Diagnostic Service, Automobile Electric Service, Automobile Parts & Supplies, Automobile Performance, Racing & Sports Car Equipment, Automobile Racing & Sports Cars, Brake Repair, Engine Rebuilding & Exchange, Used Car Dealers",Not Listed,Not Listed,Not Listed,http://www.ricksrotary.com,"http://www.facebook.com/ricksperformance
http://twitter.com/rickperformance
http://plus.google.com/104447874617886893829/posts"
Ackerman's Servicing Volvo & Subaru,https://www.yellowpages.com/berkeley-ca/mip/ackermans-servicing-volvo-subaru-22198973?lid=1000437178435,(510) 549-9330,"2220 San Pablo Ave, Berkeley, CA 94702",http://www.ackermanservicingvolvo.com,0.0,0,"New Car Dealers, Auto Oil & Lube, Auto Repair & Service, Auto Transmission, Automobile Diagnostic Service, Automobile Electric Service, Automobile Inspection Stations & Services, Brake Repair","Poet's Corner, West Berkeley",Not Listed,Not Listed,http://www.ackermanservicingvolvo.com,Not Listed
Autoworld Chrysler-Dodge-Jeep-Ram,https://www.yellowpages.com/petaluma-ca/mip/autoworld-chrysler-dodge-jeep-ram-2235273?lid=1001722484762,(707) 762-2712,"1370 Auto Center Dr, Petaluma, CA 94952",http://www.autoworlddodge.com,4.5,8,"New Car Dealers, Auto Body Parts, Auto Repair & Service, Automobile Parts & Supplies",Not Listed,"Phone:(415) 454-7000
TollFree:(888) 377-7193",Not Listed,http://www.autoworlddodge.com,Not Listed
Harrold Ford,https://www.yellowpages.com/sacramento-ca/mip/harrold-ford-22755086?lid=1001628176522,(877) 514-2833,"1535 Howe Ave, Sacramento, CA 95825",Not Available,5.0,1,"New Car Dealers, Auto Repair & Service, Auto Transmission, Automobile Body Repairing & Painting, Automobile Electric Service, Automobile Leasing, Automobile Parts & Supplies, Automotive Tune Up Service, Brake Service Equipment, Mufflers & Exhaust Systems, New Truck Dealers, Tire Dealers, Used Car Dealers, Used Truck Dealers, Wheel Alignment-Frame & Axle Servicing-Automotive",Arden - Arcade,TollFree:(877) 200-6760,http://www.harroldford@eleadtrack.net,Not Listed,Not Listed
Nate Smith Optimal Auto Care,https://www.yellowpages.com/santa-cruz-ca/mip/nate-smith-optimal-auto-care-22933846?lid=1001439838888,(831) 346-1373,"2335 Soquel Dr, Santa Cruz, CA 95065",http://www.optimalauto.com,0.0,0,"New Car Dealers, Auto Body Parts, Auto Engine Rebuilding, Auto Oil & Lube, Auto Racing, Auto Repair & Service, Auto Transmission, Automobile Accessories, Automobile Air Conditioning Equipment-Service & Repair, Automobile Diagnostic Service, Automobile Parts & Supplies, Automobile Parts & Supplies-Used & Rebuilt-Wholesale & Manufacturers, Automobile Restoration-Antique & Classic, Automotive Tune Up Service, Brake Repair, Clutches, Engine Rebuilding & Exchange, Mufflers & Exhaust Systems, Radiators Automotive Sales & Service, Tire Dealers, Used Car Dealers, Wheels",Not Listed,Not Listed,http://www.Nate@optimalauto.com,http://www.optimalauto.com,Not Listed
Market Street Automotive & Muffler,https://www.yellowpages.com/redding-ca/mip/market-street-automotive-muffler-2549338?lid=1001517098061,(530) 241-0512,"1035 Sutter St, Redding, CA 96001",http://marketstreetautomotive.com,0.0,0,"Auto Repair & Service, Alternators & Generators-Automotive Repairing, Auto Engine Rebuilding, Auto Transmission, Automobile Accessories, Automobile Air Conditioning Equipment, Automobile Air Conditioning Equipment-Service & Repair, Automobile Diagnostic Service, Automobile Parts & Supplies, Automotive Tune Up Service, Clutches, Engine Rebuilding & Exchange, Mufflers & Exhaust Systems, New Car Dealers, Used Car Dealers, Wholesale Used Car Dealers","Redding, Parkview",Not Listed,http://www.sdiasauto@att.net,http://marketstreetautomotive.com,Not Listed
Cash For Cars,https://www.yellowpages.com/san-diego-ca/mip/cash-for-cars-3340032?lid=1000615712072,(619) 464-1717,"6880 El Cajon Blvd, San Diego, CA 92115",http://cashforcarssandiego.com,5.0,1,"Automobile Auctions, New Car Dealers, Used Car Dealers","Rolando, Mid-City",Not Listed,http://www.cashforcarssandiego@gmail.com,http://cashforcarssandiego.com,Not Listed
European Automotive Service,https://www.yellowpages.com/fresno-ca/mip/european-automotive-service-4114789?lid=1001329779652,(559) 225-5403,"1855 E Gettysburg Ave, Fresno, CA 93726",http://www.euroautofresno.com,0.0,0,"Auto Repair & Service, Auto Engine Rebuilding, Auto Oil & Lube, Automobile Accessories, Automobile Air Conditioning Equipment, Automobile Air Conditioning Equipment-Service & Repair, Automobile Diagnostic Equipment, Automobile Diagnostic Service, Automobile Diagnostic Service Equipment-Service & Repair, Automobile Electric Service, Automobile Parts & Supplies, Automotive Tune Up Service, Brake Repair, Engine Rebuilding & Exchange, New Car Dealers, Shock Absorbers & Struts, Warranty Contracts",Hoover,Not Listed,http://www.euroauto1855@gmail.com,"http://www.euroautofresno.com
https://www.domainmarket.com/buynow/europeanautomotiveservice.com
http://europeanautomotiveservice.com",Not Listed
Outboard Motor Shop,https://www.yellowpages.com/oakland-ca/mip/outboard-motor-shop-4425583?lid=1001234799459,(510) 533-9290,"333 Kennedy St, Oakland, CA 94606",http://www.outboardmotorshop.com,0.0,0,"New Car Dealers, Boat Dealers, Boat Equipment & Supplies, Boat Maintenance & Repair, Boat Trailers, Outboard Motors","San Antonio, Embarcadero",Not Listed,"http://www.info@outboardmotorshop.com
http://www.Craig@sea-power.com
http://www.craig@outboardmotorshop.com",http://www.outboardmotorshop.com,Not Listed
Action  Auto Repair,https://www.yellowpages.com/cypress-ca/mip/action-auto-repair-450927869?lid=1001328382231,(714) 826-1880,"9052 Walker Street, Cypress, CA 90630",http://www.actionautocypress.com,0.0,0,"Auto Repair & Service, Auto Oil & Lube, Auto Transmission, Automobile Air Conditioning Equipment-Service & Repair, Automobile Inspection Stations & Services, Automobile Parts & Supplies, Brake Repair, Engine Rebuilding & Exchange, Mufflers & Exhaust Systems, New Car Dealers, Tire Dealers, Tire Recap, Retread & Repair, Towing, Truck Service & Repair, Used Car Dealers, Wheel Alignment-Frame & Axle Servicing-Automotive, Wheels-Aligning & Balancing",Cypress,Phone:(714) 930-2400,http://www.actionautocypress@yahoo.com,http://www.actionautocypress.com,https://www.facebook.com/ActionAutoOC/
Renson Automotive,https://www.yellowpages.com/campbell-ca/mip/renson-automotive-450984454?lid=1001978401424,(408) 377-8113,"1436 White Oaks Rd, Campbell, CA 95008",Not Available,5.0,1,"New Car Dealers, Air Conditioning Contractors & Systems, Air Conditioning Service & Repair, Auto Engines Installation & Exchange, Auto Oil & Lube, Auto Repair & Service, Auto Transmission, Automobile Air Conditioning Equipment, Automobile Body Repairing & Painting, Automobile Diagnostic Service, Automobile Electric Service, Automobile Parts & Supplies, Brake Repair, Used Car Dealers",White Oak,Not Listed,"http://www.Falconer.Bill@rensonautomotive.com
http://www.rensonauto@comcast.net",Not Listed,Not Listed
J & D Corvette,https://www.yellowpages.com/bellflower-ca/mip/j-d-corvette-455820045?lid=1001930974808,(562) 804-5205,"9833 Alondra Blvd, Bellflower, CA 90706",http://www.jdcorvette.com,5.0,1,"Tire Dealers, Auto Body Parts, Auto Oil & Lube, Auto Repair & Service, Automobile Accessories, Automobile Body Repairing & Painting, Automobile Diagnostic Service, Automobile Inspection Stations & Services, Automobile Parts & Supplies, Brake Repair, Engines-Supplies, Equipment & Parts, Mufflers & Exhaust Systems, New Car Dealers, Truck Equipment & Parts, Truck Service & Repair, Used & Rebuilt Auto Parts",Bellflower,Not Listed,http://www.jaime@jdcorvette.com,http://www.jdcorvette.com,"https://www.facebook.com/pages/J-D-Corvette/206577509371505?ref=tn_tnmn
https://twitter.com/janddcorvette"
Polycare Automotive,https://www.yellowpages.com/san-diego-ca/mip/polycare-automotive-456937920?lid=1001063726005,(858) 458-0720,"5790 Autoport Mall, San Diego, CA 92121",http://www.polycareauto.com,0.0,0,"Auto Repair & Service, Auto Oil & Lube, Auto Transmission, Automobile Air Conditioning Equipment-Service & Repair, Automobile Diagnostic Service, Automobile Electric Service, Automotive Tune Up Service, Brake Repair, New Car Dealers, Radiators Automotive Sales & Service","Sorrento Valley, Northern San Diego",Not Listed,http://www.bmeadows@polycareauto.com,http://www.polycareauto.com,Not Listed
Crown Motors,https://www.yellowpages.com/redding-ca/mip/crown-motors-458736544?lid=1000437170948,(530) 241-4321,"555 Cypress Ave, Redding, CA 96001",http://www.crownmotorsredding.com,5.0,1,"Automobile Parts & Supplies, Auto Repair & Service, Automobile Accessories, New Car Dealers, New Truck Dealers, Used Car Dealers, Used Truck Dealers","Redding, Parkview",TollFree:(800) 916-2769,Not Listed,http://www.crownmotorsredding.com,Not Listed
Sunset Auto Sales,https://www.yellowpages.com/santa-cruz-ca/mip/sunset-auto-sales-460832177?lid=1001123360716,(831) 426-3256,"1800 Soquel Ave Ste C, Santa Cruz, CA 95062",Not Available,0.0,0,"Used Car Dealers, New Car Dealers, Used Truck Dealers, Wholesale Used Car Dealers",Eastside,Phone:(831) 600-6549,http://www.bill@sas-sc.com,Not Listed,Not Listed
Zumwalt Ford,https://www.yellowpages.com/saint-helena-ca/mip/zumwalt-ford-460948382?lid=1000925186109,(707) 963-2771,"21 Main St, Saint Helena, CA 94574",http://www.zumwaltford.net,0.0,0,"New Car Dealers, Auto Oil & Lube, Auto Repair & Service, Used Car Dealers",Not Listed,Fax:(707) 963-4539,Not Listed,http://www.zumwaltford.net,Not Listed
R & M Automotive,https://www.yellowpages.com/san-francisco-ca/mip/r-m-automotive-461720506?lid=1001262853697,(415) 292-4840,"824 Ellis St, San Francisco, CA 94109",http://www.sfautosport.com,0.0,0,"Automobile Diagnostic Service, Auto Oil & Lube, Auto Repair & Service, Automobile Accessories, Automobile Air Conditioning Equipment, Automobile Air Conditioning Equipment-Service & Repair, Automobile Body Repairing & Painting, Automobile Inspection Stations & Services, Automobile Parts & Supplies, Brake Repair, Emissions Inspection Stations, Mufflers & Exhaust Systems, New Car Dealers, Truck Service & Repair","Tenderloin, Northeast San Francisco",Not Listed,http://www.info@sfautosport.com,http://www.sfautosport.com,Not Listed
Ted Miles Motors Inc.,https://www.yellowpages.com/atascadero-ca/mip/ted-miles-motors-inc-461725571?lid=1000548029123,(805) 466-2411,"7380 El Camino Real, Atascadero, CA 93422",http://www.tedmilesmotors.com,0.0,0,"Motorcycle Dealers, New Car Dealers, Used Car Dealers",Not Listed,"TollFree:(800) 549-5337
Toll Free:(800) 549-5337",Not Listed,http://www.tedmilesmotors.com,Not Listed
European Autotech,https://www.yellowpages.com/san-ramon-ca/mip/european-autotech-461726642?lid=1001716604349,(925) 820-6460,"31 Beta Ct Ste J, San Ramon, CA 94583",http://www.europeanautotechsr.com,5.0,40,"Automobile Parts & Supplies, Auto Engine Rebuilding, Auto Oil & Lube, Auto Repair & Service, Auto Transmission, Automobile Accessories, Automobile Air Conditioning Equipment-Service & Repair, Automobile Diagnostic Service, Automobile Electric Service, Automobile Inspection Stations & Services, Automotive Tune Up Service, Brake Repair, Emissions Inspection Stations, Engine Rebuilding & Exchange, Mufflers & Exhaust Systems, New Car Dealers",Not Listed,Not Listed,"http://www.chris@europeanautotechsr.com
http://www.tim@europeanautotechsr.com",http://www.europeanautotechsr.com,Not Listed
Jack's German Auto Service Inc.,https://www.yellowpages.com/fountain-valley-ca/mip/jacks-german-auto-service-inc-461734408?lid=1000636437552,(714) 839-5225,"16650 Harbor Blvd Ste C11, Fountain Valley, CA 92708",http://www.jacksgermanauto.com,5.0,1,"Automobile Parts & Supplies, Auto Engine Rebuilding, Auto Oil & Lube, Auto Repair & Service, Auto Transmission, Automobile Accessories, Automobile Consultants, Automobile Diagnostic Service, Automobile Inspection Stations & Services, Automotive Tune Up Service, Brake Repair, Engine Rebuilding & Exchange, Gas Stations, New Car Dealers",Fountain Valley,Not Listed,http://www.jacksgerman@gmail.com,http://www.jacksgermanauto.com,Not Listed
Acura Of Fremont,https://www.yellowpages.com/fremont-ca/mip/acura-of-fremont-462532282?lid=1000439669377,(510) 431-2500,"5700 Cushing Pkwy, Fremont, CA 94538",http://www.acuraoffremont.com,0.0,0,"Automobile Parts & Supplies, Auto Repair & Service, Auto Transmission, Automobile Leasing, New Car Dealers, Used Car Dealers",Baylands,TollFree:(888) 693-6049,http://www.fremontacuracustomercare@gmail.com,http://www.acuraoffremont.com,Not Listed
Rumin's Auto Body,https://www.yellowpages.com/merced-ca/mip/rumins-auto-body-467168833?lid=1001383781831,(209) 383-1582,"251 W 11th St, Merced, CA 95341",http://www.ruminsautobody.com,0.0,0,"Automobile Parts & Supplies, Auto Repair & Service, Automobile Accessories, Automobile Body Repairing & Painting, Automobile Customizing, Automobile Restoration-Antique & Classic, Glass-Auto, Plate, Window, Etc, Mufflers & Exhaust Systems, New Car Dealers, Sandblasting, Windshield Repair",Not Listed,Not Listed,Not Listed,http://www.ruminsautobody.com,Not Listed
Martinez Auto Service,https://www.yellowpages.com/san-rafael-ca/mip/martinez-auto-service-468481857?lid=1001875231053,(415) 827-0229,"3241 Kerner Blvd, San Rafael, CA 94901",Not Available,5.0,1,"Automotive Tune Up Service, Auto Repair & Service, New Car Dealers",Canal,Phone:(415) 306-7742,Not Listed,Not Listed,Not Listed
Victory Chevrolet-Cadillac-Isuzu,https://www.yellowpages.com/petaluma-ca/mip/victory-chevrolet-cadillac-isuzu-470080842?lid=1001856519106,(707) 762-2300,"1360 Auto Center Dr, Petaluma, CA 94952",http://www.victorychevy.com,4.5,7,"Auto Repair & Service, Automobile Parts & Supplies, New Car Dealers",Southeastern Sacramento,Not Listed,http://www.RatchetAuto2018@Gmail.com,https://www.ratchetautomotive.com,https://www.facebook.com/pg/Ratchet-Automotive-524599058060833/posts/?ref=page_internal
Mountain View Locksmith Store,https://www.yellowpages.com/mountain-view-ca/mip/mountain-view-locksmith-store-472435314?lid=1001457356743,(650) 425-6065,"1477 Plymouth St, Mountain View, CA 94043",http://www.mountainviewlocksmithstore.com,5.0,1,"New Car Dealers, Auto Repair & Service, Automobile Parts & Supplies, New Truck Dealers, Used Car Dealers",El Cajon,Not Listed,Not Listed,http://www.elcajonford.com,Not Listed
Antioch Toyota,https://www.yellowpages.com/antioch-ca/mip/antioch-toyota-472614927?lid=1001683017883,(866) 939-6215,"1817 Auto Center Dr, Antioch, CA 94509",http://www.antiochscion.com,0.0,0,"New Car Dealers, Auto Repair & Service, Automobile Body Repairing & Painting, Automobile Body Shop Equipment & Supplies, Automobile Repairing & Service-Equipment & Supplies, New Truck Dealers, Trucks-Industrial","Central Costa Mesa, College Park, Costa Mesa",Not Listed,Not Listed,http://www.connellchevrolet.com/?utm_source=YP.com_2BNetwork&utm_medium=YP.com_2BNetwork&utm_campaign=YP.com_2BNetwork,Not Listed
Oro Dam Auto Center,https://www.yellowpages.com/oroville-ca/mip/oro-dam-auto-center-474460616?lid=1000855219772,(530) 533-4626,"1250 Oro Dam Blvd E, Oroville, CA 95965",http://www.orodamautocenter.com,0.0,0,"New Car Dealers, New Truck Dealers, Trailers-Automobile Utility",Not Listed,Not Listed,Not Listed,http://www.bonanderauto.com,Not Listed
ABC Nick's Pioneer Towing,https://www.yellowpages.com/nationwide/mip/abc-nicks-pioneer-towing-478311498?lid=1000705778676,(530) 534-8693,Not Available,http://nicksautosales.com,0.0,0,"New Car Dealers, Auto Racing, Auto Repair & Service, Automobile Accessories, Automobile Parts & Supplies, Automobile Parts & Supplies-Used & Rebuilt-Wholesale & Manufacturers, Automobile Parts, Supplies & Accessories-Wholesale & Manufacturers, Automobile Performance, Racing & Sports Car Equipment, Automobile Racing & Sports Cars, Automotive Alternators & Generators, Used & Rebuilt Auto Parts, Wholesale Used Car Dealers",Huntington Beach,Not Listed,http://www.parts@aceautohb.com,http://aceautohb.com,Not Listed
1st Kia of Simi Valley,https://www.yellowpages.com/simi-valley-ca/mip/1st-kia-of-simi-valley-480722735?lid=1000456206545,(805) 842-3455,"2081 1st St, Simi Valley, CA 93065",http://www.1stkia.com,0.0,0,"New Car Dealers, Auto Repair & Service","Thousand Oaks, Downtown Thousand Oaks",Not Listed,http://www.ricksjapanesecarcare@gmail.com,http://ricksjapanese.us,"https://www.facebook.com/Ricks-Japanese-Car-Care-166636640041526
https://plus.google.com/101773879924662463475"
1st Honda of Simi Valley,https://www.yellowpages.com/simi-valley-ca/mip/1st-honda-of-simi-valley-480724816?lid=1000456209403,(805) 842-3128,"2283 1st St, Simi Valley, CA 93065",http://www.1sthonda.com,0.0,0,"New Car Dealers, Auto Repair & Service, Automobile Body Repairing & Painting, Automobile Leasing, Automobile Manufacturers & Distributors, Automobile Parts & Supplies, Car Rental, Financial Services, New Truck Dealers, Truck Equipment & Parts, Truck Service & Repair, Used Car Dealers, Used Truck Dealers",Not Listed,Not Listed,http://www.champ@championchev.com,http://www.championchevroletreno.com?cs:pro=yext,https://www.facebook.com/championchevrolet
MY Auto Group,https://www.yellowpages.com/salinas-ca/mip/my-auto-group-481018921?lid=1001986365111,(831) 444-4000,"444 Auto Center Cir, Salinas, CA 93907",http://www.mycars.com,0.0,0,"New Car Dealers, Auto Repair & Service, Automobile Parts & Supplies, Used & Rebuilt Auto Parts, Used Car Dealers",Carlsbad,Not Listed,Not Listed,http://www.lexuscarlsbad.com,"https://www.facebook.com/lexuscarlsbad
https://twitter.com/LexusCarlsbad"
Serramonte Ford,https://www.yellowpages.com/colma-ca/mip/serramonte-ford-482154922?lid=1001193452614,(800) 860-7668,"999 Serramonte Blvd, Colma, CA 94014",https://www.serramonteford.com,5.0,1,"Auto Repair & Service, Automobile Accessories, Automobile Diagnostic Service, Automobile Parts & Supplies, New Car Dealers",Pomona,Not Listed,http://www.daveslittlecarshop@verizon.net,Not Listed,https://plus.google.com/100596895420024446660/about
You Fix IT Auto Sales,https://www.yellowpages.com/watsonville-ca/mip/you-fix-it-auto-sales-496329709?lid=1000480458160,(831) 319-4446,"44 E Front St, Watsonville, CA 95076",Not Available,0.0,0,"New Car Dealers, Auto Repair & Service, Automobile Detailing, Car Wash",Not Listed,Not Listed,"http://www.sabline@goldenmailer.com
http://www.sales@walnutcreekhonda.com",http://www.walnutcreek-carwash.com,Not Listed
Joe's Foreign Automotive,https://www.yellowpages.com/walnut-creek-ca/mip/joes-foreign-automotive-503135648?lid=1001981056174,(925) 938-0110,"2830 N Main St, Walnut Creek, CA 94597",http://www.joesforeignautomotive.com,0.0,0,"New Car Dealers, Used Car Dealers",Cerritos,Phone:(562) 402-5281,Not Listed,"http://www.browningautogroup.com
http://www.cerritosacura.com
http://www.cerritosautosquare.com",Not Listed
Motor Motion Automotive,https://www.yellowpages.com/modesto-ca/mip/motor-motion-automotive-5111298?lid=1001978193094,(209) 545-4000,"4724 Greenleaf Ct, Modesto, CA 95356",http://www.motormotionauto.com,5.0,4,"New Car Dealers, Auto Repair & Service, Automobile Leasing, Automobile Parts & Supplies, New Truck Dealers, Used Car Dealers",Not Listed,Not Listed,Not Listed,"http://www.pasoroblesford.com
http://www.pasoford.com",Not Listed
German Motors,https://www.yellowpages.com/san-ramon-ca/mip/german-motors-532179207?lid=1001624255989,(925) 855-0404,"1941 San Ramon Valley Blvd, San Ramon, CA 94583",https://german-motors-autos.com,5.0,9,"New Car Dealers, Auto Repair & Service, Truck Service & Repair, Used Car Dealers, Used Truck Dealers",Valley Mobile Park,TollFree:(800) 350-5327,http://www.jimjr@jimvreelandford.com,http://www.jimvreelandford.com,Not Listed
Gardena Nissan,https://www.yellowpages.com/gardena-ca/mip/gardena-nissan-532283877?lid=1000437163633,(310) 532-1600,"1670 W Redondo Beach Blvd, Gardena, CA 90247",http://www.nissanusa.com,5.0,39,"New Car Dealers, Auto Body Parts, Auto Repair & Service, Automobile Body Repairing & Painting, Automobile Leasing, Automobile Parts & Supplies, Used Car Dealers",Carlsbad,Not Listed,http://www.toyotacarlsbadbdc@toyotacarlsbad.com,http://www.toyotacarlsbad.com,Not Listed
Chico Nissan Hyundai,https://www.yellowpages.com/chico-ca/mip/chico-nissan-hyundai-549300004?lid=1001319404194,(530) 891-1777,"575 Manzanita Ave, Chico, CA 95926",Not Available,0.0,0,"New Car Dealers, Auto Repair & Service, Automobile Parts & Supplies, New Truck Dealers, Used Car Dealers, Used Truck Dealers",Not Listed,Not Listed,Not Listed,http://www.toyotaoforange.com,https://www.toyotaoforange.com/facebook.htm?parentPageAlias=INDEX
Red Bluff Yamaha - Polaris - Kawasaki,https://www.yellowpages.com/modesto-ca/mip/red-bluff-yamaha-polaris-kawasaki-5781202?lid=1000540195164,(530) 527-1466,"3536 Mchenry Avenue Suite A, Modesto, CA 95356",https://www.redbluffmotorsports.com,0.0,0,"New Car Dealers, Auto Repair & Service, Automobile & Truck Brokers, Automobile Body Repairing & Painting, Automobile Leasing, Automobile Parts & Supplies, Car Rental, Financial Services, New Truck Dealers, Used Car Dealers, Used Truck Dealers, Wholesale Used Car Dealers","Costa Mesa, Central Costa Mesa",Not Listed,http://www.dlunenthal@southcoasttoyota.com,"http://southcoasttoyota.com
http://www.pinterest.com/southcoasttoyot
http://www.toyota.com
https://www.facebook.com/pages/South-Coast-Toyota/1433781053500407
https://twitter.com/SouthCoastT","https://www.facebook.com/pages/South-Coast-Toyota/1433781053500407
https://twitter.com/SouthCoastT"
Thousand Oaks Toyota,https://www.yellowpages.com/thousand-oaks-ca/mip/thousand-oaks-toyota-6388356?lid=1001041562941,(818) 889-8919,"2401 E Thousand Oaks Blvd, Thousand Oaks, CA 91362",http://www.totoyota.com,5.0,3,"New Car Dealers, Auto Oil & Lube, Auto Repair & Service, Auto Transmission, Automobile Customizing, Automobile Diagnostic Service, Automobile Inspection Stations & Services, Automobile Parts & Supplies, Automobile Parts, Supplies & Accessories-Wholesale & Manufacturers, Brake Repair, Engine Rebuilding & Exchange, Recreational Vehicles & Campers, Recreational Vehicles & Campers-Repair & Service, Tire Dealers, Used Car Dealers",Not Listed,Freedom Location @ 2114 Freedom Blvd:(831) 724-4777,Not Listed,http://www.specializedautos.com,Not Listed
B & D Trailer Sales,https://www.yellowpages.com/martinez-ca/mip/b-d-trailer-sales-682543?lid=1000560184622,(925) 370-3950,"5041 Blum Rd, Martinez, CA 94553",http://bdtrailers.com,0.0,0,"New Car Dealers, Auto Repair & Service, Automobile Body Repairing & Painting, Automobile Leasing, Automobile Parts & Supplies, Electric Cars, New Truck Dealers, Tire Dealers, Used Car Dealers",Not Listed,Not Listed,"http://www.lpowell@sierramotors.net
http://www.jalexander@sierramotors.net","http://www.sierramotors.com
http://www.sierramotors.net
https://www.sierramotors.net",Not Listed
Honda of Glendale Motorcycles,https://www.yellowpages.com/glendale-ca/mip/honda-of-glendale-motorcycles-74801?lid=1000895545038,(818) 246-2461,"1331 E Colorado St, Glendale, CA 91205",http://www.hondaofglendale.com,5.0,1,"New Car Dealers, Auto Repair & Service, Automobile Parts & Supplies, Used Car Dealers",Felicita,Not Listed,Not Listed,http://www.lexusescondido.com,"http://www.facebook.com/lexusescondido
http://www.twitter.com/lexus_escondido"
